	doc_id	mag_id	corpus_id	title	abstract	descriptor	qualifier
149	22519903	2162006440	22519903	Angiogenesis and hypertension: an update	The purpose of this review is to provide a basic understanding of the important relationship between microvascular remodelling, angiogenesis and hypertension, that is, provide an overview of recent experimental and clinical evidence from anti-hypertensive and pro- and anti-angiogenic therapy with respect to hypertension and microvascular structure. Microvascular rarefaction, that is, a loss of terminal arterioles and capillaries, is found in most forms of human and experimental arterial hypertension. This further increases peripheral resistance, and aggravates hypertension and hypertension-induced target organ damage. In some cases with a genetic predisposition, hypertension is preceded by a loss of microvessels. Therefore, new therapies aimed at reversing microvascular rarefaction potentially represent candidate treatments of hypertension. The microvasculature is formed by the continuous balance between de novo angiogenesis and microvascular regression. Imbalanced angiogenesis, in addition to functional shut-off of blood flow, contributes to microvascular rarefaction. Numerous clinical trials assessing anti-angiogenic agents in cancer patients show that this therapy leads to microvascular rarefaction and causes or aggravates hypertension. The development of specific pro-angiogenic treatment to correct hypertension or ischaemic disorders, however, it is still in its infancy. On the other hand, long-term treatment by classic anti-hypertensive therapies that present vasodilator activity can correct for hypertension-associated rarefaction in man.	Hypertension	physiopathology
150	27319723	2031078805	27319723	Phase II study of oral VP-16-213 in hepatocellular carcinoma.	In a disease-oriented phase II study, 26 patients with hepatocellular carcinoma were treated with oral VP-16-213 at 120 mg/m2/day for 5 consecutive days, repeated every 3 weeks. Of 24 evaluable patients, 3 achieved partial remission (PR) for 12, 16 and 35 weeks respectively. Minor regression or stabilization of the disease (NC) was achieved in 8 patients for a median duration of15 weeks. Patients with PR and NC experienced similar median survival (22 weeks), whereas non-responders had a median survival of less than8 weeks. Results of this trial indicate that VP-16-213 has limited but definite anti-tumor activity in hepatocellular carcinoma.	Liver Neoplasms	drug therapy
151	13681373	2800358055	13681373	RNA/DNA Hybrid Interactome Identifies DXH9 as a Molecular Player in Transcriptional Termination and R-Loop-Associated DNA Damage	Summary R-loops comprise an RNA/DNA hybrid and displaced single-stranded DNA. They play important biological roles and are implicated in pathology. Even so, proteins recognizing these structures are largely undefined. Using affinity purification with the S9.6 antibody coupled to mass spectrometry, we defined the RNA/DNA hybrid interactome in HeLa cells. This consists of known R-loop-associated factors SRSF1, FACT, and Top1, and yet uncharacterized interactors, including helicases, RNA processing, DNA repair, and chromatin factors. We validate specific examples of these interactors and characterize their involvement in R-loop biology. A top candidate DHX9 helicase promotes R-loop suppression and transcriptional termination. DHX9 interacts with PARP1, and both proteins prevent R-loop-associated DNA damage. DHX9 and other interactome helicases are overexpressed in cancer, linking R-loop-mediated DNA damage and disease. Our RNA/DNA hybrid interactome provides a powerful resource to study R-loop biology in health and disease.	DNA	metabolism
152	33761430	1905805852	33761430	A novel costimulatory factor for gamma interferon induction found in the livers of mice causes endotoxic shock	Administration of monoclonal anti-CD3 antibody to mice treated with Propionibacterium acnes induced secretion of a high level of gamma interferon (IFN-gamma) into the circulation system, while it induced no significant release in untreated mice. In order to analyze this high-level induction of IFN-gamma in these bacterium-treated mice, we investigated the factors that might be involved. An activity that induces IFN-gamma in T cells was observed in the liver extracts of mice treated with P. acnes and subsequently challenged with lipopolysaccharide. Here, we purified an IFN-gamma-inducing factor from the liver extract to homogeneity and characterized it. Its molecular mass was 18 to 19 kDa, and its pI was 4.9. The amino acid sequence of the NH2-terminal portion was determined and shown to have no similarities to any protein in the EMBL, GenBank, and PIR data bases. The same molecule was also demonstrated in the serum factor that was previously reported to have an IFN-gamma-inducing activity and to have an apparent molecular mass of 75 kDa. Moreover, the activity of this serum factor was recovered in the fraction containing the 18- to 19-kDa protein under reducing conditions and was shown to have the same NH2-terminal amino acid sequence as that of the factor from the liver extract. In addition to the ability to induce IFN-gamma, this protein augmented T-cell proliferation and NK activity in the spleen cells. Thus, several of its biological activities were apparently similar to those of interleukin-12. These results indicated that this novel protein, which exhibited marked costimulatory activity on IFN-gamma production in vitro, was elevated vivo in response to P. acnes treatment. This factor, probably released from the producing cells by lipopolysaccharide stimuli, may be involved in the high-level induction of IFN-gamma in the P. acnes-treated mice.	Liver	metabolism
153	49882253	2884691340	49882253	FerA is a Membrane-Associating Four-Helix Bundle Domain in the Ferlin Family of Membrane-Fusion Proteins	Ferlin proteins participate in such diverse biological events as vesicle fusion in C. elegans, fusion of myoblast membranes to form myotubes, Ca2+-sensing during exocytosis in the hair cells of the inner ear, and Ca2+-dependent membrane repair in skeletal muscle cells. Ferlins are Ca2+-dependent, phospholipid-binding, multi-C2 domain-containing proteins with a single transmembrane helix that spans a vesicle membrane. The overall domain composition of the ferlins resembles the proteins involved in exocytosis; therefore, it is thought that they participate in membrane fusion at some level. But if ferlins do fuse membranes, then they are distinct from other known fusion proteins. Here we show that the central FerA domain from dysferlin, myoferlin, and otoferlin is a novel four-helix bundle fold with its own Ca2+-dependent phospholipid-binding activity. Small-angle X-ray scattering (SAXS), spectroscopic, and thermodynamic analysis of the dysferlin, myoferlin, and otoferlin FerA domains, in addition to clinically-defined dysferlin FerA mutations, suggests that the FerA domain interacts with the membrane and that this interaction is enhanced by the presence of Ca2+.	Calcium	metabolism
154	205088135	2769046648	205088135	Functional Brain Imaging Updates on the Horizon.	on the Horizon Two teams of researchers are poised to bring new functional brain imaging technologies to the clinic. First, within a few years, physicians could have a way to monitor brain function at the bedsideofhospitalizedinfants,somethingthat is not currently possible with large functional magneticresonanceimaging(fMRI)machines. European researchers have developed a portable brain scanning technology called functional ultrasound imaging (fUSI). The fUSI system employs a flexible, noninvasive head mount and combines videoelectroencephalographic recording with ultrafast Doppler (UfD) imaging of brain microvasculature. The researchers previously developed the UfD technology, which produces up to 10 000 images per second, compared with 50 images per second in conventional ultrasound, enabling detection of small vessels or low blood flow in neonates. The variations in blood volume during the recordings are correlated with neuronal activity and could provide information on neonatal brain function in conditions such as hemodynamic failure, congenital heart defects, and sepsis, said Olivier Baud, MD, PhD, who co-led the development of fUSI while working at Robert Debré Children’s Hospital in Paris. In a proof-of-concept study in Science Translational Medicine, the investigators demonstrated fUSI’s ability to visualize cerebral bloodvolumechangesinresponsetochanges in brain activity during sleep states and seizures in neonates. Further study is needed on the safety of brain ultrasound scanning over long exposure times, the researchers said. Also on the horizon is a next-generation MRI scanner that can zoom in on brain regions as small as a poppy seed—a 20-fold increase in spatial resolution compared with current machines. Researchers at the University of California, Berkeley, will build a prototype machine over the next 2 years with a recently announced $13.43 million Brain Research Through Advancing Innovative Neurotechnologies (BRAIN) Initiative grant from the National Institutes of Health. The new technology, dubbed MR Corticography (MRCoG), will advance fMRI and diffusion imaging of cortical layers delineating distinct populations of neurons. “Each cortical layer is a part of specific circuitry,” explained principal investigator David Feinberg, MD, PhD, adjunct professor of neuroscience at UC Berkeley and president of Advanced MRI Technologies. “Therefore, the new scanner is designed to identify neuronal circuitry abnormalities for earlier and more specific diagnosis of abnormal brain conditions such as epilepsy, autism spectrum disorders, Alzheimer disease, chronic pain, and psychiatric disorders.” The gain in resolution comes from a combination of innovations including a larger number of smaller receiver coils, higherperformance gradient coils, faster imaging pulse sequences, and reduced noise in image reconstruction. “ B y a c h i e v i n g a r e s o l u t i o n t h a t approaches the size of fundamental organizational units of the human cortex, we will be able to study the cortical neural circuitry def ining the communications between cortical layers and columns,” Feinberg said. “This will help close the gap between our understanding of neural activity at the cellular levels and human behavior and cognition.”	Brain	diagnostic imaging
155	28453095	1997586620	28453095	The physician's condition versus the patient's in deciding hospitalization.	I Kenneth Gayer's Open Forum comments on en teria for admission to inpatient care in general hos pitals (April 1973) were a delight to read. Our tradi tional indiscriminate use of hospitalization for the control of patients who worry or annoy us could not have been better or more succinctly contested than by this highly rational statement of what a hospital is really for. However, he left almost unmentioned the conditions under which the stated criteria for hospitalization can be used. I don't blame Dr. Gayer for this, because it was not the point his article emphasized. But in order to reserve hospital care for the rather narrow patient categories he recommends, it is necessary that nonhos pital alternative facilities and programs be available. Day treatment and halfway house programs, in par ticular, have been regarded by hospital-oriented psy chiatnists as merely transitional services, comparable to convalescent homes in which the patient may regain his coping strengths after completing his â€œ? real treat mentâ€•in the hospital. For Dr. Gayer's criteria for hos pital care to be at all realistic, these nonhospital al ternative facilities must be geared to the intensive treatment of the severely disturbed patient whose med ical and social circumstances do not dictate hospital ization under such criteria. I would only add that a hospital, in addition to pro viding a very expensive modality of care, conveys im plicitly to the patient the message that he is â€œ? sick,â€• and is to be brought around by the ministrations of the various healers he encounters there. I believe it to be philosophically and psychologically advantageous to avoid these implicit communications whenever pos sible, and to stress instead the patient's strengths and responsibilities for his own behavior. That is a goal far more readily reached in nonmedical facilities than in the tightly structured, healer-oriented institutions	Mental Disorders	therapy
156	2661062	2030953063	2661062	Nanoparticles of Compacted DNA Transfect Postmitotic Cells*	Charge-neutral DNA nanoparticles have been developed in which single molecules of DNA are compacted to their minimal possible size. We speculated that the small size of these DNA nanoparticles may facilitate gene transfer in postmitotic cells, permitting nuclear uptake across the 25-nm nuclear membrane pore. To determine whether DNA nanoparticles can transfect nondividing cells, growth-arrested neuroblastoma and hepatoma cells were transfected with DNA/liposome mixtures encoding luciferase. In both models, growth-arrested cells were robustly transfected by compacted DNA (6,900–360-fold more than naked DNA). To evaluate mechanisms responsible for enhanced transfection, HuH-7 cells were microinjected with naked or compacted plasmids encoding enhanced green fluorescent protein. Cytoplasmic microinjection of DNA nanoparticles generated a ∼10-fold improvement in transgene expression as compared with naked DNA; this enhancement was reversed by the nuclear pore inhibitor, wheat germ agglutinin. To determine the upper size limit for gene transfer, DNA nanoparticles of various sizes were microinjected into the cytoplasm. A marked decrease in transgene expression was observed as the minor ellipsoidal diameter approached 25 nm. In summary, suitably sized DNA nanoparticles productively transfect growth arrested cells by traversing the nuclear membrane pore.	DNA	metabolism
157	54445416	2898969513	54445416	Oxidative Stress and Nonalcoholic Fatty Liver Disease in Hemodialysis Patients	Introduction Nonalcoholic fatty liver disease (NAFLD) is becoming more common around the world and it may progress to cirrhosis and liver failure, increasing mortality risk. In hemodialysis (HD) patients, NAFLD may be a novel risk factor for their high cardiovascular mortality. Heightened oxidative stress is highly prevalent in HD patients. However, the relationship between oxidative stress and NAFLD in HD patients is not well defined. Methods We studied seventy-one stable nondiabetic HD patients. Nineteen patients had the diagnosis of NAFLD by ultrasonography. Blood levels of oxidative stress markers were measured in each patient, including thiobarbituric acid reactive substances (TBARS), free thiols, superoxide dismutase (SOD) activities, and glutathione peroxidase (GPx) activity. The copy numbers of mitochondrial DNA (mtDNA) in peripheral leukocytes were also determined. Demographic, biochemistry, and hemogram data were recorded. The two groups of patients were compared in order to determine the factors associated with NAFLD in HD patients. Findings Compared to those without NAFLD, nondiabetic HD patients with NAFLD had significantly higher mtDNA copy number and GPx levels. The two groups did not differ significantly in dialysis adequacy, hemoglobin, serum calcium, phosphorus, albumin, liver function tests, or lipid profiles. Regression analysis confirmed mtDNA copy numbers and GPx levels as two independent factors associated with NAFLD. Compared to those with polysulfone, patients dialyzed with cellulose membrane have significantly higher levels of TBARS. However, patients with or without NAFLD did not differ in their use of either dialysis membrane. Discussion Oxidative stress (represented by antioxidant defense, GPx) and mitochondrial DNA copy numbers are independently associated with fatty liver disease in nondiabetic HD patients. The diagnostic and therapeutic implications of this key observation warrant further exploration.	Cardiovascular Diseases	blood
158	25684621	2093061423	25684621	Histones and DNA compete for binding polyphosphoinositides in bilayers.	Recent discoveries on the presence and location of phosphoinositides in the eukaryotic cell nucleoplasm and nuclear membrane prompted us to study the putative interaction of chromatin components with these lipids in model membranes (liposomes). Turbidimetric studies revealed that a variety of histones and histone combinations (H1, H2AH2B, H3H4, octamers) caused a dose-dependent aggregation of phosphatidylcholine vesicles (large unilamellar vesicle or small unilamellar vesicle) containing negatively charged phospholipids. 5 mol % phosphatidylinositol-4-phosphate (PIP) was enough to cause extensive aggregation under our conditions, whereas with phosphatidylinositol (PI) at least 20 mol % was necessary to obtain a similar effect. Histone binding to giant unilamellar vesicle and vesicle aggregation was visualized by confocal microscopy. Histone did not cause vesicle aggregation in the presence of DNA, and the latter was able to disassemble the histone-vesicle aggregates. At DNA/H1 weight ratios 0.1-0.5 DNA- and PIP-bound H1 appear to coexist. Isothermal calorimetry studies revealed that the PIP-H1 association constant was one order of magnitude higher than that of PI-H1, and the corresponding lipid/histone stoichiometries were ~0.5 and ~1, respectively. The results suggest that, in the nucleoplasm, a complex interplay of histones, DNA, and phosphoinositides may be taking place, particularly at the nucleoplasmic reticula that reach deep within the nucleoplasm, or during somatic and nonsomatic nuclear envelope assembly. The data described here provide a minimal model for analyzing and understanding the mechanism of these interactions.	DNA	metabolism
159	22811865	2078811226	22811865	Weekly Regimen of Paclitaxel and Carboplatin as First-Line Chemotherapy in Elderly Patients with Stage IIIB-IV Non Small Cell Lung Cancer (NSCLC): Results of a Phase II Study	Abstract Single-agent chemotherapy is the preferred treatment option in chemonaive elderly patients with advanced non-small- cell lung cancer (NSCLC). The role of combination chemotherapy in this setting is uncertain although several studies report satisfactory efficacy and safety using weekly paclitaxel and carboplatin (AUC=6) as first-line chemotherapy in elderly patients. It is still unclear which schedule of this regimen which could offer the best therapeutic index. The aim of this study was to evaluate the activity and tolerability of concomitant weekly administration of paclitaxel and carboplatin in untreated elderly patients with advanced NSCLC. From february 2005 to April 2008 36 consecutive elderly patients with advanced NSClC were enrolled. Median age was 74 years (range, 70-83 years) and median ECOG pS was 1 (range, 0-1). Patients received carboplatin (AUC=2) and paclitaxel 80 mg/m2 on days 1,8 and 15 every 28 days. All patients were evaluable for efficacy and toxicity; a median of 4 cycles was administered. Twelve patients had partial response (33%; 95% C.I. 15,8- 52,3%), 10 patients (28%) showed stable disease. The median time to progression (TTP) was 5.7 months (95% C.I. 3.1-8.6 months) with a median overall survival (MOS) of 9 months (95% C.I. 4.4-13.9 months). Toxicity was mild with no cases of febrile neutropenia; 5 patients (14%) developed grade 2 neuropathy. Our study confirms the substantial activity of weekly regimen of paclitaxel and carboplatin. Due to its favorable profile of toxicity this schedule could represent an interesting therapeutic option in selected chemonaive elderly patients with advanced NSCLC.	Lung Neoplasms	drug therapy
160	29909916	2400895312	29909916	Cardiovascular risk in patients with diabetic kidney disease.	In the past decades, chronic kidney disease has become a public health problem all over the world. Both the incidence and the prevalence are continually increasing. Diabetic nephropathy is, by far, the most frequent cause of CKD, with a prevalence of 40% in patients with end-stage renal disease (ESRD). Present studies have shown the fact that microalbuminuria and chronic kidney disease are independently associated to a high risk of cardiovascular events, as well as to a high mortality rate of all causes and also of cardiovascular cause, both in the general population and also in patients with high risk or an already present cardiovascular disease. There is a permanent association between the level of urinary albumin excretion and the risk for cardiovascular disease, macroalbuminuria and clinical nephropathy being associated to a higher risk for cardiovascular events than microalbuminuria. Due to the importance of clinical data and low cost, microalbuminuria and glomerular filtration rate should be introduced in the clinical practice for the evaluation of cardiovascular risk, especially in the patients with previously known heart disease. An early identification of the factors that determine the emergence and progression of diabetes complications is essential, in order to reduce the cardiovascular mortality and morbidity.	Cardiovascular Diseases	etiology
161	1941140	2160809344	1941140	Effects of the PRo-active Interdisciplinary Self-MAnagement (PRISMA, Dutch DESMOND) program on dietary intake in type 2 diabetes outpatients: a pilot study.	"BACKGROUND & AIMS
To investigate the effect on dietary intake of the PRo-active Interdisciplinary Self-MAnagement (PRISMA) program, developed analogous to DESMOND, in overweight type 2 diabetes patients.


METHODS
All type 2 diabetes patients referred to the Diabetes Outpatient Clinic of the VU University Medical Center Amsterdam with a BMI >25kg/m(2), were eligible for inclusion to the PRISMA program. At baseline and after 3, 6 and 12 months of follow-up, macronutrient intake, anthropometric, biomedical and psychosocial measures were evaluated by using Generalized Estimation Equations.


RESULTS
Included into the study were 38 patients, of which 22 completed a 1-year follow-up. After 6 months energy and macronutrient intake were significantly decreased. Reductions after 12 months were still significant for protein, unsaturated fat and dietary fiber and borderline significant for energy and saturated fat intake. Patients positively evaluated the program, and most patients held the view that they had learned something from PRISMA.


CONCLUSIONS
The PRISMA program reduced energy and macronutrient intake up to 6 months. After 6 months, attention should be paid to patients' food product choices. Follow-up counselling might further improve long-term outcome. This pilot study shows that the PRISMA program is promising in decreasing dietary intake in newly diagnosed and established overweight type 2 diabetes patients in secondary care."	Diabetes Mellitus, Type 2	diet therapy
162	26153265	1605294025	26153265	The way to NMR structures of proteins	1. Young J. & Holland I.B. Biochim. Biophys. Acta 1461, 177–200 (1999). 2. Dean, M., Hamon, Y. & Chimini, G. J. Lipid Res. 42, 1007–1017 (2001). 3. Chang G. & Roth C.B. Science 293, 1793–1800 (2001). 4. Doerrler, W.T., Reedy, M.C. & Raetz, C.R. J. Biol. Chem. 276, 11461–11464 (2001). 5. Karpowich, N. et al. Structure 9, 571–86 (2001). 6. Chen, J., Sharma, S., Quiocho, F.A. & Davidson, A.L. Proc. Natl. Acad. Sci. USA 98, 1525–1530 (2001). 7. Liu, P.Q., Liu, C.E. & Ames, G.F. J. Biol. Chem. 274, 18310–18318 (1999). 8. Mourez, M., Hofnung, M. & Dassa, E. EMBO J. 16, 3066–3077 (1997). 9. Hunke, S., Mourez, M., Jehanno, M., Dassa E. & Schneider, E. J. Biol. Chem. 275, 15526–15534 (2000). 10. Hung, L.W. et al. Nature. 396, 703–707 (1998). 11. Diederichs, K. et al. EMBO J. 19, 5951–5961 (2000). 12. Yuan, Y.R. et al. J. Biol. Chem. 276, 32313–32321 (2001). 13. Gaudet, R. & Wiley, D.C. EMBO J. 20, 4964–4972. (2001). 14. Hopfner, K.P. et al. Cell 101, 789–800 (2000). 15. Jones, P.M. & George, A.M. FEMS Microbiol. Lett. 179, 187–202. (1999). 16. Sprang, S.R. Annu. Rev. Biochem. 66, 639–678 (1997). 17. Subramaniam, S. & Henderson, R. Nature 406, 653–657 (2000). 18. Iwata, S., Ostermeier, C., Ludwig, B. & Michel, H. Nature 376, 660–669 (1995). 19. Janin, J. Nature Struct. Biol. 4, 973–974 (1997). 20. Rosenberg, M.F. et al. J. Biol. Chem. 276, 16076–16082 (2001). 21. Loo, T.W. & Clarke, D.M. J. Biol. Chem. 276, 36877–36880 (2001). 22. Qu, Q. & Sharom, F.J. Biochemistry 40, 1413–1422 (2001).	Proteins	history
163	218877082	3032764694	218877082	A comparison of two non-radioactive alternatives to wire for the localization of non-palpable breast cancers	Purpose Multiple wire-free technologies for localization of non-palpable breast cancers have emerged as satisfactory alternatives to wire. However, no study has compared two non-radioactive wire-free approaches to one another. The purpose of this study was to compare outcomes among LOCalizer™ radiofrequency identification (RFID), SAVI Scout® (SAVI), and wire localization (WL). Methods This was a retrospective, cross-sectional cohort study of patients undergoing lumpectomy for non-palpable breast cancer at a single institution between August 2017 and February 2019. Patients were divided into three cohorts based on localization technique: RFID, SAVI or WL. Operative times and average tumor volumes were compared using one-way analysis of variance. Positive margin and re-excision rates were compared with Fisher’s exact test. Results Among 104 patients who underwent lumpectomy for non-palpable breast cancer, 33 patients (31.7%) had RFID, 21 (20.2%) had SAVI, and 50 (48.0%) had WL. Operative times were 79 min for RFID, 81 min for SAVI, and 78 min for WL ( p  = 0.91). Volume of tissue resected was 36.3 cm 3 , 31.7 cm 3 , and 35.3 cm 3 for RFID, SAVI, and WL, respectively ( p  = 0.84). Positive margin rates (RFID 3.0% vs SAVI 9.5% vs WL 8.0%, p  = 0.67) and re-excision rates (RFID 6.1% vs SAVI 9.5% vs WL 10.0%, p  = 0.82) were similar across groups. Conclusions Wire-free localization technologies have been compared to WL demonstrating similar efficacy. Our study suggests that RFID and SAVI Scout also perform similarly to one another. Physicians and institutions may consider more nuanced features of each localization system rather than performance alone when choosing a wire-free alternative.	Breast Neoplasms	surgery
164	28717423	100937078	28717423	Calcium compartmentation in mammalian myocardium.	Since I have written recently published (Langer et al., 1982) or soon to be published (Langer, 1984) reviews on various aspects of calcium (Ca) compartmentation this report will serve as a brief summary of my present concepts of compartmentation with a focus on recent work from the Cardiovascular Research Laboratory at UCLA. These studies support the concept that Ca is distributed on and within the cell very differently dependent upon conditions of perfusion and functional demands.	Calcium	metabolism
165	24897553	1968353376	24897553	Transcription of isolated mouse liver chromatin.	Analysis of RNA transcription from isolated mouse liver chromatin has been undertaken by means of RNA-excess hybridizations with small amounts of radioactive DNA. This analysis indicates that mouse liver chromatin is a restricted template for the in vitro synthesis of RNA complements to repetitive DNA, but more RNA species are synthesized than are found in the RNA isolated from mouse liver nuclei. Extraction with 0.5 M NaC1 destroys the template restriction of isolated chromatin. RNA synthesized in vitro from DNA or chromatin templates by Escherichia coli RNA polymerase, as well as in vivo mouse liver nuclear RNA, were each hybridized to 125I-labeled DNA of high, intermediate, or low reiteration frequency. Chromatin-primed and nuclear RNA saturate a smaller portion of each DNA fraction than does DNA-primed RNA. However, chromatin-primed RNA saturates more high and low reiteration frequency DNA than does nuclear RNA. Simultaneous hybridization of nuclear-and chromatin-primed RNA with 125I-labeled DNA indicates that chromatin-primed RNA contains all of the sequences present in nuclear RNA. Extraction of chromatin with 0.5 MNaC1 leads to removal of histone F1, as well as a wide variety of non-histone proteins. When used as a template for in vitro RNA synthesis, such salt-extracted chromatin produced RNAs that hybridize as large a portion of each DNA fraction as does DNA-primed RNA.	Liver	metabolism
166	4382444	2399679346	4382444	Ciguatoxin reduces regenerative capacity of axotomized peripheral neurons and delays functional recovery in pre-exposed mice after peripheral nerve injury	Ciguatera fish poisoning (CFP) results from consumption of tropical reef fish containing ciguatoxins (CTXs). Pacific (P)-CTX-1 is among the most potent known CTXs and the predominant source of CFP in the endemic region responsible for the majority of neurological symptoms in patients. Chronic and persistent neurological symptoms occur in some CFP patients, which often result in incomplete functional recovery for years. However, the direct effects of exposure to CTXs remain largely unknown. In present study, we exposed mice to CTX purified from ciguatera fish sourced from the Pacific region. P-CTX-1 was detected in peripheral nerves within hours and persisted for two months after exposure. P-CTX-1 inhibited axonal regrowth from axotomized peripheral neurons in culture. P-CTX-1 exposure reduced motor function in mice within the first two weeks of exposure before returning to baseline levels. These pre-exposed animals exhibited delayed sensory and motor functional recovery, and irreversible motor deficits after peripheral nerve injury in which formation of functional synapses was impaired. These findings are consistent with reduced muscle function, as assessed by electromyography recordings. Our study provides strong evidence that the persistence of P-CTX-1 in peripheral nerves reduces the intrinsic growth capacity of peripheral neurons, resulting in delayed functional recovery after injury.	Neurons	drug effects
167	201105898	2969545909	201105898	Syringeable immunotherapeutic nanogel reshapes tumor microenvironment and prevents tumor metastasis and recurrence	The low response rate of current cancer immunotherapy suggests the presence of few antigen-specific T cells and a high number of immunosuppressive factors in tumor microenvironment (TME). Here, we develop a syringeable immunomodulatory multidomain nanogel (iGel) that overcomes the limitation by reprogramming of the pro-tumoral TME to antitumoral immune niches. Local and extended release of immunomodulatory drugs from iGel deplete immunosuppressive cells, while inducing immunogenic cell death and increased immunogenicity. When iGel is applied as a local postsurgical treatment, both systemic antitumor immunity and a memory T cell response are generated, and the recurrence and metastasis of tumors to lungs and other organs are significantly inhibited. Reshaping of the TME using iGel also reverts non-responding groups to checkpoint blockade therapies into responding groups. The iGel is expected as an immunotherapeutic platform that can reshape immunosuppressive TMEs and synergize cancer immunotherapy with checkpoint therapies, with minimized systemic toxicity. The limited efficacy of current immunotherapy suggests low antigen-specific T cells and immunosuppressive factors in tumor microenvironment (TME). Here, the authors develop a syringeable immunomodulatory multi-domain nanogel that can reprogram the TME and induce enhanced cancer immunotherapy.	Neoplasms	drug therapy
168	4910477	2460043889	4910477	Emotional Detachment of Partners and the Sanctity of the Relationship with the Analyst as the Most Powerful Curative Factor	Abstract The relationship between partners and the analyst is considered the most basic means for healing in contemporary psychoanalytic theories and analyses. It also holds as one of the most fundamental phenomenon’s of psychoanalysis, so it comes as no surprise that it has always been deliberated over as an object of great interest as well as immense controversy. This same relationship, mutually co-created by the analyst and each individual and partner in analysis, represents also the core of sanctity and sacred space in contemporary psychoanalysis.	Mental Disorders	therapy
169	207564244	2606165659	207564244	Exposure of the Pig CNS for Histological Analysis: A Manual for Decapitation, Skull Opening, and Brain Removal.	Pigs have become increasingly popular in large-animal translational neuroscience research as an economically and ethically feasible substitute to non-human primates. The large brain size of the pig allows the use of conventional clinical brain imagers and the direct use and testing of neurosurgical procedures and equipment from the human clinic. Further macroscopic and histological analysis, however, requires postmortem exposure of the pig central nervous system (CNS) and subsequent brain removal. This is not an easy task, as the pig CNS is encapsulated by a thick, bony skull and spinal column. The goal of this paper and instructional video is to describe how to expose and remove the postmortem pig brain and the pituitary gland in an intact state, suitable for subsequent macroscopic and histological analysis.	Brain	anatomy & histology
170	23764132	2159991139	23764132	Enhancement of ribosomal ribonucleic acid synthesis by deoxyribonucleic acid gyrase activity in Escherichia coli	The effect of the deoxyribonucleic acid (DNA) gyrase inhibitors coumermycin A1, novobiocin, and oxolinic acid on ribonucleic acid (RNA) synthesis in Escherichia coli was studied in vivo and in vitro. Preferential inhibition of ribosomal RNA (rRNA) synthesis was observed. No effect of oxolinic acid and coumermycin on rRNA synthesis was seen in mutants having a DNA gyrase which is resistant to these inhibitors. In a temperature-sensitive DNA gyrase mutant rRNA synthesis was decreased at nonpermissive temperatures. Thus, a functional DNA gyrase is required for rRNA synthesis. Purified DNA gyrase had no effect on rRNA synthesis in a purified system. However, DNA gyrase does show preferential stimulation of rRNA synthesis in a system supplemented with other proteins. Apparently, DNA gyrase stimulation of rRNA synthesis requires another protein.	Escherichia coli	metabolism
171	43733725	2087163033	43733725	Expression of the mRNAs coding for the glucocorticoid receptor isoforms in obesity.	"OBJECTIVE
Glucocorticoids may be a pathophysiological mediator for the development of visceral obesity. In obese patients, adipose tissue reactivation of cortisone to cortisol is enhanced. In addition, changes in glucocorticoid receptor (GR) could also be important, either at the central nervous system level, by modulating the negative glucocorticoid feedback, or at a peripheral level, by regulating adipose tissue activity.


RESEARCH METHODS AND PROCEDURES
Using quantitative reverse transcriptase-polymerase chain reaction, we studied the expression of the GR mRNA isoforms (active, GRalpha; inactive, GRbeta) in circulating mononuclear leukocytes (in which GR shares the same regulation with central nervous system GR) obtained from normal weight women (n = 65) and patients with gluteofemoral (n = 26) or visceral (n = 39) obesity. Using in situ hybridization, we measured GRalpha mRNA levels in adipose tissue from control (n = 10) or obese (n = 15) patients.


RESULTS
The mean alpha/beta ratio was decreased in mononuclear leukocytes from obese patients (2.6, 9.2, and 32.1, respectively). GRalpha mRNA levels were significantly decreased in subcutaneous abdominal adipose tissue obtained from obese patients compared with nonobese ones, suggesting the existence of a downregulation of GR gene expression. This phenomenon was not found in visceral adipose tissue.


DISCUSSION
This suggests that, in obese patients, the relative insensitivity to the negative glucocorticoid feedback is, at least in part, subsequent to a dysregulation of the GRalpha/GRbeta ratio and that visceral, but not subcutaneous, adipose tissue retains a full capacity to respond to increased local generation of cortisol."	Obesity	metabolism
172	20411257	2018210213	20411257	The impact of blood loss, obstruction and perforation on survival in patients undergoing curative resection for colon cancer	Previous studies have drawn attention to the high postoperative mortality and poor survival of patients who present as an emergency with colon cancer. However, these patients are a heterogeneous group. The aim of the present study was to establish, having adjusted for case mix, the size of the differences in postoperative mortality and 5‐year survival between patients presenting as an emergency with evidence of blood loss, obstruction and perforation.	Postoperative Complications	etiology
