	doc_id	corpus_id	title	abstract	label_type	label	class
168	7798001	41649197	"Verbal auditory agnosia with focal EEG abnormality: an unusual case of a child presenting to an ENT surgeon with ""deafness"""	Verbal auditory agnosia implies the failure to recognize sounds in a patient who is nevertheless not deaf. We present a child referred to the ENT outpatients for suspected hearing loss investigation. At one point she had grommets inserted on the basis of a flat tympanogram but with no effect. All hearing tests, including electrocochleography and distraction tests, revealed normal hearing thresholds. At the age of three years and three months, and on direct questioning of the parents, we discovered that the child responded remarkably well to music. Paediatric neurologists made the diagnosis of verbal auditory agnosia. The condition is very similar to another acquired language disorder called Landau-Kleffner syndrome. It is unusual for such a case to present primarily to an ENT surgeon.	Labeled	clinical characteristics or disease pathology	0
169	23522164	33990383	Transseptal transcatheter coil embolization of a symptomatic pulmonary arteriovenous aneurysm in a patient with hereditary hemorrhagic telangiectasia	An atrial transseptal approach was used for embolization of a pulmonary arteriovenous aneurysm in a 56-year-old man with hereditary hemorrhagic telangiectasia. Two previous attempts at embolization of the aneurysm failed because of an inability to cannulate the feeding vessel. A transseptal puncture was performed to gain access to the left superior pulmonary vein allowing retrograde cannulation of the venous sac and successful coiling of the aneurysm without complications. Transseptal transcatheter coiling is a feasible method of treating pulmonary arteriovenous malformations if access to the feeding artery cannot be gained by a standard approach.	Labeled	therapeutics in the clinic	3
170	22541693	36659897	Internal cardiac defibrillator implant-associated angiosarcoma presenting as suspected implant pouch infection	Medical implants have been rarely associated with the development of sarcomas. We report, to our knowledge, the first case of a high-grade epithelioid angiosarcoma developing in the capsule of an internal cardiac defibrillator implanted subcutaneously over the abdomen over 20 years ago. Although the internal cardiac defibrillator generator had been exchanged in the intervening years, recently, the patient showed a year-long history of systemic symptoms suspicious for implant infection, necessitating several internal cardiac defibrillator pocket hematoma evacuations, always with negative microbiologic cultures. Final reexploration identified suspicious tissue with excessive bleeding which was biopsied and proven to be angiosarcoma on histologic examination. Subsequent imaging demonstrated precipitous progression to liver and lung metastases. Though rare, foreign-body-related sarcoma should be considered in the differential diagnosis for presentations suggestive of hemorrhagic or infectious sequelae of medical implants; this case broadens the range of medical devices associated with angiosarcoma to include now very commonly used implantable medical devices.	Labeled	therapeutics in the clinic	3
171	17373306	32275298	Rapid idiopathic osteolysis of the humeral head and clavicle	Idiopathic osteolysis is a very rare bone condition of unknown origin. The length of the illness usually lasts for several years. The purpose of this paper is to point out the possibility of severely rapid progression of idiopathic osteolysis and to contribute to a better understanding of the natural history of Gorham-Stout disease. We report the case of a 58-year old man whose right humeral head and lateral clavicle had disappeared as a result of massive osteolysis observed only six months after onset of the symptoms. Such rapid progression has not been reported previously. His physical examination was otherwise normal. Serum interleukin-6 (IL-6) was elevated and the other laboratory tests were normal. Radiography, computed tomography scan, bone scan, and magnetic resonance imaging (MRI) evaluation revealed extensive destruction of the right humeral head and lateral clavicle involving the acromioclavicular joint. Although the histologic features could not be confirmed because the patient refused a biopsy, it was felt that the patient satisfies the other diagnostic features of Gorham-Stout disease. Follow-up examinations revealed no further bone or soft-tissue involvement. Gorham-Stout disease should be considered in the differential diagnosis of such severely rapid progression of lytic bony lesions.	Labeled	clinical characteristics or disease pathology	0
172	15943601	23618775	A common variable immunodeficient patient who developed acute disseminated encephalomyelitis followed by the Lennox-Gastaut syndrome	Common variable immunodeficiency (CVID) is a primary disorder characterized by impaired antibody production. CVID patients may develop recurrent infections, autoimmune disorders, and malignant lymphomas, but to our knowledge, there is no report on CVID patients who develop acute disseminated encephalomyelitis (ADEM) or the Lennox-Gastaut syndrome. We describe a 1-yr-old female CVID patient with ADEM who evolutionally manifested the Lennox-Gastaut syndrome. She was admitted with convulsions and T2-weighted magnetic resonance imaging (MRI) revealed high-intensity areas in the right temporal lobe and the left fronto-parietal region but she became conscious soon. Her serum findings showed severe hypogammaglobulinemia and a follow up MRI revealed that these areas had diminished. Consequently, she was diagnosed as having CVID with ADEM. After 5 months, she fell to having tonic and absence seizures and we diagnosed her as having the Lennox-Gastaut syndrome from electroencephalograms (EEG) and the seizure pattern. She is now 7 yr old and her tonic seizures are controlled with valproic acid, clobazam, and immunoglobulin replacement therapy which is administrated every 2 wk. It is well known that the immune and neurologic systems have a close relationship. We suspect that a genetic defect in the immune system of our patient might also be associated with the neurologic disorders of ADEM and the Lennox-Gastaut syndrome.	Labeled	clinical characteristics or disease pathology	0
173	20584031	22149857	Novel splice-site mutations and a large intragenic deletion in PLA2G6 associated with a severe and rapidly progressive form of infantile neuroaxonal dystrophy	Infantile neuroaxonal dystrophy, INAD, is a severe progressive psychomotor disorder with infantile onset and characterized by the presence of axonal spheroids throughout the central and peripheral nervous systems. A subset of INAD patients shows also brain iron accumulation which represents instead the distinctive feature of the idiopathic neurodegeneration with brain iron accumulation, NBIA. These diseases share the same causative gene, PLA2G6, encoding iPLA2-VIA, a calcium-independent phospholipase. Mutations that lead to a complete absence of protein are associated with a severe INAD profile, while compound heterozygous mutations with possibly a residual protein activity are instead associated with the less severe NBIA phenotype. Here we describe two INAD patients both with an unusually rapid disease progression and a peculiar neuroradiological presentation in one of them. Compound heterozygosity for a large intragenic deletion and a nonsense mutation was found in one of them while the other is carrying two novel splice-site mutations. Breakpoint-sequence analysis suggests a non-allelic-homologous-recombination (NAHR) event, probably underlying the rearrangement. These findings, while supporting the genotype-phenotype correlation already observed in INAD patients, provide the first sequence characterization of a genomic rearrangement in PLA2G6 gene, thus orienting the search for missing mutant alleles in PLA2G6 related diseases.	Labeled	disease mechanism	2
174	22674575	24197886	Cdc37/Hsp90 Protein Complex Disruption Triggers an Autophagic Clearance Cascade for TDP-43 Protein	Background: In ALS, FTD, and AD, TDP-43 is cleaved and mislocalized for unknown reasons. Results: Cdc37 depletion causes TDP-43 clearance that can be blocked by tau over expression or beclin knockdown. Conclusion: Cdc37 is essential for the stability of TDP-43 and can be affected by tau accumulation. Significance: Normal TDP-43 turnover by the Cdc37/Hsp90 complex can be impaired by the emergence of tau co-pathology. The RNA-binding protein, trans-active response DNA-binding protein 43 (TDP-43), is normally found in the nucleus, but in amyotrophic lateral sclerosis, frontal temporal dementia, and some cases of Alzheimer disease it is cleaved and mislocalized to the cytosol, leading to accumulation. The mechanisms contributing to this are largely unknown. Here, we show that part of the normal clearance cascade for TDP-43 involves the Cdc37/Hsp90 complex. An Hsp90 inhibitor that disrupts the Cdc37/Hsp90 complex reduced TDP-43 levels to a greater extent than a standard Hsp90 ATPase inhibitor. When Cdc37 was depleted, TDP-43 underwent proteolytic clearance that was dependent on nuclear retrotranslocation and autophagic uptake. Accumulation of the microtubule-associated protein tau prevented the clearance of cleaved TDP-43, but not its production. This caused cleaved TDP-43 to accumulate, a feature observed in the brain of persons with Alzheimer disease. Clearance of cleaved TDP-43 was also prevented by knockdown of the autophagic inducer beclin1. Thus, in cells where TDP-43 clearance is normally needed, a system that employs manipulation of the Hsp90 complex and autophagy exists. But when tau accumulation is occurring, cleaved TDP-43 can no longer be cleared, perhaps explaining the emergence of these co-pathologies.	Labeled	disease mechanism	2
175	21085008	42733240	The management of gastrointestinal disease in Hermansky-Pudlak syndrome	Hermansky-Pudlak syndrome (HPS) was first described in 1959 by Hermansky and Pudlak. Clinically, HPS is characterized by oculocutaneous albinism, platelet storage pool deficiency, and ceroid tissue accumulation. It is a rare disorder that has been described globally but has the highest frequency in a cluster population in Puerto Rico. HPS patients also have major organ involvement that typically includes pulmonary fibrosis and granulomatous colitis. Rarely have cardiomyopathy and renal dysfunction been described. We report a case of the oldest historical patient with HPS type 6 and the associated gastrointestinal management.	Labeled	therapeutics in the clinic	3
176	32480433	219169149	Human neutrophils activated by TLR8 agonists, with or without IFNγ, synthesize and release EBI3, but not IL‐12, IL‐27, IL‐35, or IL‐39	The IL‐12 family of cytokines plays crucial functions in innate and adaptive immunity. These cytokines include heterodimers sharing distinct α (IL‐12A, IL‐23A, and IL‐27A) with two β (IL‐12B and Epstein‐Barr virus induced gene 3 [EBI3]) chains, respectively, IL‐12 (IL‐12B plus IL‐12A) and IL‐23 (IL‐12B plus IL‐23A) sharing IL‐12B, IL‐27 (EBI3 plus IL‐27A), IL‐35 (EBI3 plus IL‐12A), and IL‐39 (EBI3 plus IL‐23A) sharing EBI3. In this context, we have recently reported that highly pure neutrophils incubated with TLR8 agonists produce functional IL‐23. Previously, we showed that neutrophils incubated with LPS plus IFNγ for 20 h produce IL‐12. Herein, we investigated whether highly pure, TLR8‐activated, neutrophils produce EBI3, and in turn IL‐27, IL‐35, and IL‐39, the IL‐12 members containing it. We report that neutrophils incubated with TLR8 ligands, TNFα and, to a lesser extent, LPS, produce and release remarkable amounts of EBI3, but not IL‐27A, consequently excluding the possibility for an IL‐27 production. We also report a series of unsuccessful experiments performed to investigate whether neutrophil‐derived EBI3 associates with IL‐23A to form IL‐39. Furthermore, we show that neutrophils incubated with IFNγ in combination with either TLR8 or TLR4 ligands express/produce neither IL‐12, nor IL‐35, due to the inability of IFNγ, contrary to previous findings, to activate IL12A transcription. Even IL‐27 was undetectable in supernatants harvested from IFNγ plus R848‐treated neutrophils, although they were found to accumulate IL27A transcripts. Finally, by immunohistochemistry experiments, EBI3‐positive neutrophils were found in discrete pathologies only, including diverticulitis, cholecystitis, Gorham disease, and Bartonella Henselae infection, implying a specific role of neutrophil‐derived EBI3 in vivo.	Labeled	disease mechanism	2
177	17594932	44965029	Nebulized liposomal amphotericin B and combined systemic antifungal therapy for the treatment of severe pulmonary aspergillosis after allogeneic hematopoietic stem cell transplant for a fatal mitochondrial disorder	Nebulized liposomal amphotericin B (20-15 mg twice daily by nebulizer) was combined with high dose intravenous liposomal amphotericin B (10 mg/kg/day) and high dose caspofungin (100 mg/m(2)) for the treatment of severe, recurrent pulmonary aspergillosis following allogeneic hematopoietic stem cell transplantation from alternative donor in a patient with mitochondrial disease (Pearson's syndrome). This combined treatment was administered for 8 days. Nebulized liposomal amphotericin B was well tolerated. Since severe transplant complications developed, nebulized administration was withdrawn and intravenous doses of liposomal amphotericin B and caspofungin were tapered to usual schedules. Pulmonary aspergillosis responded well to 45 days of combined intravenous antifungal therapies which were maintained for 2 years with secondary prophylaxis, because of persistent immunosuppressive treatment.	Labeled	therapeutics in the clinic	3
178	10598060	34318398	Lennox-Gastaut syndrome after a further attenuated live measles vaccination	We reported a 2-year-old boy with Lennox-Gastaut syndrome, of which the cause could be an adverse effect of further attenuated live (FL) measles vaccine. The pre- and peri-natal histories of the patient were uneventful, except that he was one of monozygotic twins. He had developed normally until 24 months of life, when tonic seizures began on postvaccination day 14 without a preceding episode of continuous fever or any neurologic symptoms. The tonic seizures and atypical absence have been intractable as to various antiepileptic drugs, while his twin brother has experienced no epileptic seizures.	Labeled	clinical characteristics or disease pathology	0
179	19884385	12830895	Opposite clinical phenotypes of glucokinase disease: Description of a novel activating mutation and contiguous inactivating mutations in human glucokinase (GCK) gene	Glucokinase is essential for glucose-stimulated insulin release from the pancreatic beta-cell, serving as glucose sensor in humans. Inactivating or activating mutations of glucokinase lead to different forms of glucokinase disease, i.e. GCK-monogenic diabetes of youth, permanent neonatal diabetes (inactivating mutations), and congenital hyperinsulinism, respectively. Here we present a novel glucokinase gene (GCK)-activating mutation (p.E442K) found in an infant with neonatal hypoglycemia (1.5 mmol/liter) and in two other family members suffering from recurrent hypoglycemic episodes in their childhood and adult life. In contrast to the severe clinical presentation in the index case, functional studies showed only a slight activation of the protein (relative activity index of 3.3). We also report on functional studies of two inactivating mutations of the GCK (p.E440G and p.S441W), contiguous to the activating one, that lead to monogenic diabetes of youth. Interestingly, adult family members carrying the GCK pE440G mutation show an unusually heterogeneous and progressive diabetic phenotype, a feature not typical of GCK-monogenic diabetes of youth. In summary, we identified a novel activating GCK mutation that although being associated with severe neonatal hypoglycemia is characterized by the mildest activation of the glucokinase enzyme of all previously reported.	Labeled	disease mechanism	2
180	32745320	225497525	Ablation of C9orf72 together with excitotoxicity induces ALS in rats	Pathogenesis of familial amyotrophic lateral sclerosis (ALS) linked to expansion of the chromosome 9 open reading frame 72 (C9orf72) hexanucleotide repeat that impairs C9orf72 expression. Loss of function of the C9orf72 protein is one of the three main proposed C9orf72‐related ALS mechanisms. However, C9orf72 loss of function, by itself, is insufficient to cause severe phenotypes in mice. Excitotoxicity is another major disease mechanism of ALS. We speculate that loss of C9orf72 protein might cause ALS in combination with excitotoxicity. To date, the effect of C9orf72 deficiency in the background of SD rat has not been examined. To test our hypothesis, we generated a line of rat with a deletion of part of the C9orf72 gene ablating the encoded protein. These animals did not develop any ALS phenotypes; however, when they were treated with kainic acid, an excitotoxicity inducer, the rats developed motor deficits and showed loss of motor neurons (MNs), Golgi complex fragmentation, and abnormal vesicle trafficking. RNA sequencing revealed profound changes in the gene profiles that were primarily associated with neural activity. Our results demonstrated that C9orf72 ablation alone was not enough to cause ALS pathogenesis in rat; but the ablation sensitized MNs to other risk factors that synergistically caused the ALS. These results support a loss of function of C9orf72 mechanism of ALS.	Labeled	disease mechanism	2
181	33202772	227039799	Crystal Structure of Isoform CBd of the Basic Phospholipase A2 Subunit of Crotoxin: Description of the Structural Framework of CB for Interaction with Protein Targets	Crotoxin, from the venom of the South American rattlesnake Crotalus durissus terrificus, is a potent heterodimeric presynaptic β-neurotoxin that exists in individual snake venom as a mixture of isoforms of a basic phospholipase A2 (PLA2) subunit (CBa2, CBb, CBc, and CBd) and acidic subunit (CA1–4). Specific natural mutations in CB isoforms are implicated in functional differences between crotoxin isoforms. The three-dimensional structure of two individual CB isoforms (CBa2, CBc), and one isoform in a crotoxin (CA2CBb) complex, have been previously reported. This study concerns CBd, which by interaction with various protein targets exhibits many physiological or pharmacological functions. It binds with high affinity to presynaptic receptors showing neurotoxicity, but also interacts with human coagulation factor Xa (hFXa), exhibiting anticoagulant effect, and acts as a positive allosteric modulator and corrector of mutated chloride channel, cystic fibrosis transmembrane conductance regulator (CFTR), implicated in cystic fibrosis. Thus, CBd represents a novel family of agents that have potential in identifying new drug leads related to anticoagulant and anti-cystic fibrosis function. We determined here the X-ray structure of CBd and compare it with the three other natural isoforms of CB. The structural role of specific amino acid variations between CB isoforms are analyzed and the structural framework of CB for interaction with protein targets is described.	Gold Standard	disease mechanism	2
182	28551383	4333605	A exceptional collision tumor of primary adrenal angiosarcoma and non-functioning adrenocortical adenoma	Primary adrenal angiosarcoma is an extremely rare vascular tumor. We report a case of a 63-year-old man with a collision tumor of epithelioid angiosarcoma and adrenocortical adenoma of the right adrenal gland. The adrenal tumor was incidentally observed by a preoperative computed tomography (CT) scan of penis squamous cell carcinoma. The patient underwent a right laparoscopic adrenalectomy, and the tumor size measured 34×34×15mm. Histological examination revealed two different tumor cell proliferations, namely epithelioid angiosarcoma and adrenocortical adenoma. He had no symptoms or abnormality in his endocrine studies, so the adrenocortical adenoma was considered non-functioning. Three months after the adrenalectomy, bilateral pleural metastasis was observed by CT scan and pleural biopsy. Paclitaxel monotherapy was performed, and the tumor retreated. The patient died one and a half years after the adrenalectomy, but the cause of death was believed to be another disease (metastatic penis squamous cell carcinoma). To the best of our knowledge, this is the fourth report of primary adrenal angiosarcoma combined with adrenocortical adenoma.	Labeled	clinical characteristics or disease pathology	0
183	12015867	24158640	HHV-8- and EBV-associated nonepidermotrophic large B-cell lymphoma presenting as a foot rash in a man with AIDS	Human herpesvirus type 8 (HHV-8; Kaposi's sarcoma-associated herpesvirus) is frequently identified in tumor tissue obtained from human immunodeficiency virus (HIV)-infected patients with Kaposi's sarcoma (KS), primary effusion lymphoma (PEL), or multicentric Castleman's disease. The association between HHV-8 and acquired immunodeficiency syndrome (AIDS)-associated solid lymphomas is less clear. Herein, I describe the case of a man with a CD4+ count of 30 cells/microL, and HIV viral load of 90,000 copies/mL, multi-drug resistant HIV infection, and limited stage KS. Biopsy of a progressive dorsal foot rash revealed a dense, deep, lymphoid infiltrate that extended into papillary dermis but without epidermotrophism. Microscopy showed a homogeneous population of anaplastic large B cells that stained positive for CD20 (L26), CD30, and lambda light chain. In situ hybridization of tumor tissue identified Epstein-Barr virus (EBV)-encoded RNA, and polymerase chain reaction amplification yielded HHV-8-specific gene products. Staging studies did not reveal lymphoma elsewhere, and the patient began chemotherapy, but died from septic complications. Autopsy was notable only for the presence of a consolidative pneumonia. Although extranodal presentations are common in the setting of immunodeficiency, reports of AIDS-associated lymphoma presenting as a nonepidermotrophic foot lesion are rare. Such a presentation serves to broaden the differential of skin and foot lesions in the setting of HIV infection. More importantly, this case provides further support that HHV-8 can be associated with solid lymphomas that have an anaplastic large cell morphology.	Labeled	disease mechanism	2
184	30535581	54470031	Mutation screening of TP53, CHEK2 and BRCA genes in patients at high risk for hereditary breast and ovarian cancer (HBOC) in Brazil	Few studies related to hereditary breast and ovarian cancer syndrome (HBOC) have been conducted in Brazil, and they are restricted to only small areas of the country. Here, we report the mutation profile of BRCA1/2, CHEK2 and TP53 genes in a cohort from Minas Gerais state. These genes from 44 patients at high risk for HBOC were screened through high-resolution melting and/or sequencing. The pathogenicity of the alterations was checked using ClinVar database and bioinformatics programs. In BRCA genes we identified 46 variants, 38 without clinical significance and 8 pathogenic mutations including a new pathogenic mutation in BRCA1 gene (c.4688_4694delACCTGGAinsG). The most prevalent pathogenic mutation was c.4829_4830delTG, in the BRCA2 gene. This mutation was not described in the Brazilian population up to now and in this study, it was described with a prevalence of 6.8%. The p.R337H mutation in TP53 gene was found in one patient clinically diagnosed as HBOC and without clinical criteria for Li-Fraumeni syndrome. In CHEK2 gene, the undescribed variant c.485A > G was found and it presents as probably pathogenic through in silico analyses. Pathogenic mutations were found in 29.5% of the patients, 11.3% in BRCA1, 15.9% in BRCA2 and 2.3% in TP53 gene. Brazilian population is one of the most heterogeneous in the world and the mutational profile knowledge of genes related to HBOC from different regions can contribute to the definition of more cost-effective strategies for the prevention, identification and treatment of cancer.	Labeled	disease mechanism	2
185	1676608	29280364	Loss of heterozygosity for chromosome 22 DNA sequences in human meningioma	Monosomy of chromosome 22 in meningioma was the first consistent cytogenetic anomaly reported for a solid tumor. Although most meningiomas are isolated sporadic lesions, multiple and familial occurrences have been reported, usually in cases of documented neurofibromatosis 2 (NF2). Previous reports have placed the NF2 locus on chromosome 22, flanked by the markers D22S1 and D22S28. We report a restriction fragment-length polymorphism study of 16 meningiomas conducted using chromosome 22 probes. None of the patients had clinical findings or a family history of NF2, although two of them eventually developed multiple intracranial meningiomas. Detectable loss of chromosome 22 sequences was observed in 50% of informative patients. Deletion mapping of tumors with preserved sequences showed that the loss of chromosome 22 DNA overlapped the region previously linked to NF2, but also included a sequence distal to the NF2 locus. These results suggest that the oncogenesis of human meningioma involves inactivation of a chromosome 22 locus that may be in close proximity to the gene for NF2.	Labeled	disease mechanism	2
186	14557849	29095148	Chronic recurrent multifocal osteomyelitis of the mandible: report of three cases	To report three cases of chronic recurrent multifocal osteomyelitis of the mandible, an inflammatory disease affecting one or more bones with absence of isolated microorganisms in affected areas. The first case is a 13 year-old female presenting with pain and fever after dental treatment. The patient received antibiotic treatment for osteomyelitis, but developed progressive enlargement of the mandible and palmoplantar pustulosis. Bone scintigraphy showed intense and diffuse uptake in the mandible. The swelling decreased after indomethacin and hyperbaric oxygen therapy. Case 2 is a 9 year-old female patient with recurrent pain and edema of the right mandible for three years. The diagnosis of osteomyelitis was established and amoxicillin introduced. After three months, tomography showed diffuse mandible osteolysis. Indomethacin and hyperbaric oxygen therapy were introduced, however the patient presented a relapse and was treated with prednisone, rofecoxib and methotrexate. Patient 3, a 10 year-old male, had palmoplantar pustulosis and recurrent enlargement of the mandible. Tomography showed diffuse mandible osteolysis and scintigraphy revealed intense and diffuse uptake in the mandible. The patient was treated with prednisone. Rofecoxib was replaced after two relapses. Chronic recurrent multifocal osteomyelitis of the mandible is often associated with prolonged pain periods and periods of activity and remission of the inflammatory process. Its recognition is important to prevent the patient from being submitted to prolonged antibiotic therapy and unnecessary invasive procedures.	Labeled	clinical characteristics or disease pathology	0
187	30115716	52016080	Adult-onset Still's disease with haemorrhagic pericarditis and tamponade preceded by acute Lyme disease	A 61-year-old Caucasian man presented with a fever of unknown origin, a transient erythematous rash on his right upper extremity and chest pressure after being treated for erythema migrans (Lyme disease). Echocardiogram demonstrated a large pericardial effusion with tamponade. He underwent pericardiostomy with tube placement. Workup for infectious and malignant etiologies was negative. Histology of the pericardium showed acute on chronic fibrinous haemorrhagic pericarditis. The patient met criteria for adult-onset Still's disease. Symptoms resolved following treatment with methylprednisolone and anakinra. We believe this is the first case of adult-onset Still's disease precipitated by acute Lyme disease.	Labeled	clinical characteristics or disease pathology	0
188	15207789	31628789	Adult Still's disease reflects a Th2 rather than a Th1 cytokine profile	Adult Still's disease (ASD) is a chronic multisystemic disease. Extraordinarily high serum levels of IL-18 in ASD patients have been described, whereas the mechanism remains to be clarified. This study aimed to evaluate proinflammatory cytokines and to consider their pathological roles. In patients with rheumatic diseases (n = 151), blood samples were taken at the active phase and the serum levels of IL-18 and other proinflammatory cytokines were measured by ELISA. The extra-high levels of IL-18 were confirmed selectively in ASD patients (n = 10). In the active phase of ASD patients, the levels of IL-6 were elevated accordingly, but IL-1beta and TNF-alpha were undetectable. As to Th1-Th2 cytokines, the levels of IL-4 and IL-13, but not INF-gamma, IL-12, or IL-2, were elevated in all ASD patients examined. Moreover, the serum levels of IL-18 showed a good correlation with those of IL-4, suggesting that ASD reflects a Th2 rather than a Th1 cytokine profile.	Labeled	disease mechanism	2
189	8756166	36745413	Slow motor conduction mainly limited to motor root in amyotrophic lateral sclerosis	Motor conduction velocity is expected to be normal or nearly normal in amyotrophic lateral sclerosis (ALS). Some studies have suggested that pathology may be present in the proximal axons. Indeed, some investigators have shown a decrease in the proximal conduction velocity in ALS by using motor conduction velocity measurements and H-reflex and F-response recordings, but they could not delineate the precise region of the conduction pathology. In this study, unlike the ones carried out previously, the most proximal segment has been studied in 11 patients with ALS, 13 normal controls, and 5 patients with sequel of poliomyelitis (SPM) by recording sensory and motor spinal root potentials. While no conduction pathology, H-reflex, or F-response abnormalities were found in ALS patients compared to normal subjects, it was shown that conduction velocity decreased in the proximal segment of the lower motor neuron of the ventral root. Despite motor neuron pathology in SPM, there was no proximal motor conduction slowing compared with that in normal subjects.	Labeled	clinical characteristics or disease pathology	0
190	12970115	11252851	Arterial endothelium-specific activin receptor-like kinase 1 expression suggests its role in arterialization and vascular remodeling	Hereditary hemorrhagic telangiectasia (HHT) is an autosomal dominant vascular disorder characterized by epistaxis, mucocutaneous telangiectases, and arteriovenous malformations (AVM). Two genes are linked to HHT: endoglin (ENG) in HHT1 and activin receptor-like kinase 1 (ACVRL1; ALK1) in HHT2. Although both genes are involved in the transforming growth factor beta signaling pathways, the pathogenetic mechanisms for HHT remain elusive. It was shown that mutations in the Alk1 gene in mice and zebrafish resulted in an embryonic lethal phenotype due to severe dilation of blood vessels. We created a novel null mutant mouse line for Alk1 (Alk1lacZ) by replacing its exons, including the one that encodes the transmembrane domain, with the beta-galactosidase gene. Using Alk1lacZ mice, we show that Alk1 is predominantly expressed in developing arterial endothelium. Alk1 expression is greatly diminished in adult arteries, but is induced in preexisting feeding arteries and newly forming arterial vessels during wound healing and tumor angiogenesis. We also show that hemodynamic changes, which require vascular remodeling, may regulate Alk1 expression. Our studies suggest the role of Alk1 signaling in arterialization and remodeling of arteries. Contrary to the current view of HHT as venous disease, our findings suggest that the arterioles rather than the venules are the primary vessels affected by the loss of an Alk1 allele, and that blood vessels with reduction in Alk1 expression may harbor defects in responding to demands for vascular remodeling.	Labeled	disease mechanism	2
191	28947038	33897290	Clinical impact of Pseudomonas aeruginosa colonization in patients with Primary Ciliary Dyskinesia	Airway infections in Primary Ciliary Dyskinesia (PCD) are caused by different microorganisms, including pseudomonas aeruginosa (PA). The aim of this study was to investigate the association of PA colonization and the progression of lung disease in PCD. Data from 11PCD centers were retrospectively collected from 2008 to 2013. Patients were considered colonized if PA grew on at least two separate sputum cultures; otherwise, they were classified as non-colonized. These two groups were compared on the lung function computed tomography (CT) Brody score and other clinical parameters. Data were available from 217 patients; 60 (27.6%) of whom were assigned to the colonized group. Patients colonized with PA were older and were diagnosed at a later age. Baseline forced expiratory volume at 1 s (FEV1) was lower in the colonized group (72.4 ± 22.0 vs. 80.1 ± 18.9, % predicted, p = 0.015), but FEV1 declined throughout the study period was similar in both groups. The colonized group had significantly worse CT-Brody scores (36.07 ± 24.38 vs. 25.56 ± 24.2, p = 0.034). A subgroup analysis with more stringent definitions of colonization revealed similar results. Lung PA colonization in PCD is associated with more severe disease as shown by the FEV1 and CT score. However, the magnitude of decline in pulmonary function was similar in colonized and non-colonized PCD patients.	Labeled	clinical characteristics or disease pathology	0
192	19190456	23330836	Endoscopic endonasal approach for clival chordomas	Cranial base chordomas are difficult lesions to treat. The endoscopic endonasal approach (EEA) takes advantage of the natural sinus corridor and may provide a less invasive approach for these midline tumors. Patients undergoing EEA for chordomas were selected from a database of more than 800 consecutive patients undergoing EEA at the University of Pittsburgh Medical Center and were retrospectively evaluated. Additionally, a systematic review of the literature of endoscopic endonasally resected chordomas was performed and compared with our personal experience. Twenty patients (8 females and 12 males) underwent 26 endoscopic EEAs for cranial base chordomas. Eight chordomas (40%) were recurrent. Treatment of the 12 newly diagnosed chordomas included 8 total resections (66.7%), 2 near total resections (16.7%), and 2 subtotal resections (16.7%). Treatment of the 8 recurrent chordomas included 1 gross total resection (12.5%), 2 near total resections (25.0%), and 5 subtotal resections (62.5%). Two patients (10%) had recurrences, and 5 patients (25%) progressed during the mean follow-up period of 13 months (range, 1-45 months). Five patients (25%) underwent re-resection, 1 patient was lost to follow-up, and 1 patient died secondary to progression of disease. There was 1 intraoperative vascular complication with no sequelae. The cerebrospinal fluid leak rate was 25%, and there were no cases of bacterial meningitis. The incidence of a new permanent neurological complication was 5%. A systematic review of the literature yielded a total of 26 cases of chordomas resected via a completely endoscopic endonasal technique. Endoscopic endonasal resection of cranial base chordomas is safe once adequate experience is gained with the technique. This approach provides the potential for, at the least, similar resections compared with traditional cranial base approaches while potentially limiting morbidity.	Labeled	therapeutics in the clinic	3
193	27784762	7579154	DNA-fragmentation is a source of bactericidal activity against Pseudomonas aeruginosa	Pseudomonas aeruginosa airway infection is common in cystic fibrosis (CF), a disease also characterized by abundant extracellular DNA (eDNA) in the airways. The eDNA is mainly derived from neutrophils accumulating in the airways and contributes to a high sputum viscosity. The altered environment in the lower airways also paves the way for chronic P. aeruginosa infection. Here, we show that mice with P. aeruginosa airway infection have increased survival and decreased bacterial load after topical treatment with DNase. Furthermore, DNA from the sputum of CF patients showed increased bactericidal activity after treatment with DNase ex vivo. Both degraded DNA of neutrophil extracellular traps (NETs) and genomic DNA degraded by serum, acquired bactericidal activity against P. aeruginosa In vitro, small synthetic DNA-fragments (<100 base pairs) but not large fragments nor genomic DNA, were bactericidal against Gram-negative but not Gram-positive bacteria. The addition of divalent cations reduced bacterial killing, suggesting that chelation of divalent cations by DNA results in destabilization of the lipopolysaccharide (LPS) envelope. This is a novel antibacterial strategy where fragmentation of eDNA and DNA-fragments can be used to treat P. aeruginosa airway infection.	Gold Standard	disease mechanism	2
