query	53 references	8595 citations	Show, Attend and Tell: Neural Image Caption Generation with Visual Attention
citation	1055111	248069491	1	RubCSG at SemEval-2022 Task 5: Ensemble learning for identifying misogynous MEMEs
citation	1055111	248069603	2	IA-GCN: Interactive Graph Convolutional Network for Recommendation
citation	1055111	248053215	0	Attention V-Net: A Modified V-Net Architecture for Left Atrial Segmentation
citation	1055111	248052909	16	Neural Natural Language Generation: A Survey on Multilinguality, Multimodality, Controllability and Learning
citation	1055111	247987078	0	Deep neural combinational model (DNCM): digital image descriptor for child’s independent learning
citation	1055111	247996722	3	OccamNets: Mitigating Dataset Bias by Favoring Simpler Hypotheses
citation	1055111	247941867	0	One-sided design of protein-protein interaction motifs using deep learning
citation	1055111	247980168	4	A brain-inspired object-based attention network for multiobject recognition and visual reasoning
citation	1055111	247561148	0	Retinal OCT image report generation based on visual and semantic topic attention model
citation	1055111	247962860	0	CIRAN: extracting crowd interaction with residual attention network for pedestrian trajectory prediction
citation	1055111	247898373	0	Automatic characterization of breast lesions using multi-scale attention-guided deep learning of digital histology images
citation	1055111	247164491	7	Attention meta-transfer learning approach for few-shot iris recognition
citation	1055111	247262622	1	Vision-based apple quality grading with multi-view spatial network
citation	1055111	247962959	23	An overview of deep learning methods for multimodal medical data mining
citation	1055111	248213516	3	CADxReport: Chest x-ray report generation using co-attention mechanism and reinforcement learning
citation	1055111	248220819	0	Scene captioning with deep fusion of images and point clouds
citation	1055111	248329405	15	Transformer-based attention network for stock movement prediction
citation	1055111	248284248	1	A Transformer-Based Bridge Structural Response Prediction Framework
citation	1055111	248385284	6	COVID-19 prognosis using limited chest X-ray images
citation	1055111	247939447	7	Consistency driven Sequential Transformers Attention Model for Partially Observable Scenes
citation	1055111	247799011	0	Understanding Is a Process
citation	1055111	247792897	7	Symbolic music generation conditioned on continuous-valued emotions
citation	1055111	247894676	3	High-order attentive graph neural network for session-based recommendation
citation	1055111	247904122	0	Sources of Understanding in Supervised Machine Learning Models
citation	1055111	247778753	13	Vision Transformers in Medical Computer Vision - A Contemplative Retrospection
citation	1055111	247778463	18	Quantifying Societal Bias Amplification in Image Captioning
citation	1055111	247778466	19	End-to-End Transformer Based Model for Image Captioning
citation	1055111	247778576	16	3D Shape Reconstruction from 2D Images with Disentangled Attribute Flow
citation	1055111	247793745	7	NICGSlowDown: Evaluating the Efficiency Robustness of Neural Image Caption Generation Models
citation	1055111	247776884	2	Learning Continuous-Time Dynamics With Attention
citation	1055111	247788375	0	Towards a large-scale person search by vietnamese natural language: dataset and methods
citation	1055111	247775479	2	End-to-end antigenic variant generation for H1N1 influenza HA protein using sequence to sequence models
citation	1055111	247778636	25	X-Pool: Cross-Modal Language-Video Attention for Text-Video Retrieval
citation	1055111	247779335	2	Text2Pos: Text-to-Point-Cloud Cross-Modal Localization
citation	1055111	248407669	0	Class-Based Attention Mechanism for Chest Radiograph Multi-Label Categorization
citation	1055111	247778061	3	Adaptive Multimodal Fusion With Attention Guided Deep Supervision Net for Grading Hepatocellular Carcinoma
citation	1055111	248407999	2	EDDIE-Transformer: Enriched Disease Embedding Transformer for X-Ray Report Generation
citation	1055111	243973878	38	A General Survey on Attention Mechanisms in Deep Learning
citation	1055111	247762912	22	TREND: TempoRal Event and Node Dynamics for Graph Representation Learning
citation	1055111	247727343	2	Learning cross-modality features for image caption generation
citation	1055111	247627768	8	Transformers Meet Visual Learning Understanding: A Comprehensive Review
citation	1055111	248085052	5	On the link between conscious function and general intelligence in humans and machines
citation	1055111	248518528	0	Bahdanau Attention Based Bengali Image Caption Generation
citation	1055111	247647272	0	Caption TLSTMs: combining transformer with LSTMs for image captioning
citation	1055111	247583958	3	Mapping Data to Deep Understanding: Making the Most of the Deluge of SARS-CoV-2 Genome Sequences
citation	1055111	247573568	1	Weakly Supervised Moment Localization with Decoupled Consistent Concept Prediction
citation	1055111	249241288	2	Two-stage Attention-based Fusion Neural Network for Image-Text Sentiment Classification
citation	1055111	250497091	5	The Study on the Text Classification Based on Graph Convolutional Network and BiLSTM
citation	1055111	250496841	0	Twofold Siamese Network with Attentional Feature Fusion for Object Tracking
citation	1055111	247550776	1	A spatiotemporal attention-based neural network to evaluate the route risk for unmanned aerial vehicles
citation	1055111	247556297	4	UnCNN: A New Directed CNN Model for Isolated Arabic Handwritten Characters Recognition
citation	1055111	238208093	29	AlignTransformer: Hierarchical Alignment of Visual Regions and Disease Tags for Medical Report Generation
citation	1055111	247500268	1	Boosting Vision-and-Language Navigation with Direction Guiding and Backtracing
citation	1055111	247528846	1	Machine learning for expert‐level image‐based identification of very similar species in the hyperdiverse plant bug family Miridae (Hemiptera: Heteroptera)
citation	1055111	247499665	5	On Distinctive Image Captioning via Comparing and Reweighting
citation	1055111	247491459	3	Semantic association enhancement transformer with relative position for image captioning
citation	1055111	247439035	13	Sequential Recommendation with Multiple Contrast Signals
citation	1055111	247447248	0	Modelling word learning and recognition using visually grounded speech
citation	1055111	247447329	0	Grounding Commands for Autonomous Vehicles via Layer Fusion with Region-specific Dynamic Layer Attention
citation	1055111	247447385	2	A Novel Perspective to Look At Attention: Bi-level Attention-based Explainable Topic Modeling for News Classification
citation	1055111	247447339	0	Global2Local: A Joint-Hierarchical Attention for Video Captioning
citation	1055111	247446031	2	Estimation of cyanobacteria pigments in the main rivers of South Korea using spatial attention convolutional neural network with hyperspectral imagery
citation	1055111	247446635	33	BiBERT: Accurate Fully Binarized BERT
citation	1055111	247447217	5	Concentration Network for Reinforcement Learning of Large-Scale Multi-Agent Systems
citation	1055111	247421953	7	Deep learning-based extractive text summarization with word-level attention mechanism
citation	1055111	247364168	3	Pocket2Drug: An Encoder-Decoder Deep Neural Network for the Target-Based Drug Design
citation	1055111	247411433	0	DRTAM: Dual Rank-1 Tensor Attention Module
citation	1055111	247429982	10	Hinge attention network: A joint model for diabetic retinopathy severity grading
citation	1055111	247407181	24	Region-Object Relation-Aware Dense Captioning via Transformer.
citation	1055111	247362647	1	Knowledge-Enriched Attention Network With Group-Wise Semantic for Visual Storytelling
citation	1055111	247395982	1	Multilevel Attention and Multiscale Feature Fusion Network for Author Classification of Chinese Ink-Wash Paintings
citation	1055111	247394725	0	Evidence Transfer: Learning Improved Representations According to External Heterogeneous Task Outcomes
citation	1055111	247318427	2	Structure-Aware Flow Generation for Human Body Reshaping
citation	1055111	247315334	5	Attention-Based Lip Audio-Visual Synthesis for Talking Face Generation in the Wild
citation	1055111	247341016	5	V2T: video to text framework using a novel automatic shot boundary detection algorithm
citation	1055111	247292826	5	Interpretable part-whole hierarchies and conceptual-semantic relationships in neural networks
citation	1055111	233189654	4	Modeling Coreference Relations in Visual Dialog
citation	1055111	247230106	0	Deep Hierarchical Attention Active Learning for Mental Disorder Unlabeled Data in AIoMT
citation	1055111	247244506	12	FS-COCO: Towards Understanding of Freehand Sketches of Common Objects in Context
citation	1055111	247315197	1	Adaptive Cross-Layer Attention for Image Restoration
citation	1055111	247240162	0	When Pairs Meet Triplets: Improving Low-Resource Captioning via Multi-Objective Optimization
citation	1055111	247273280	1	Tribe or Not? Critical Inspection of Group Differences Using TribalGram
citation	1055111	247275742	6	Harmonious Multi-branch Network for Person Re-identification with Harder Triplet Loss
citation	1055111	247258234	4	Graph Sequence Neural Network with an Attention Mechanism for Traffic Speed Prediction
citation	1055111	247222861	9	Vision-Language Intelligence: Tasks, Representation Learning, and Large Models
citation	1055111	247223024	3	A Deep Neural Framework for Image Caption Generation Using GRU-Based Attention Mechanism
citation	1055111	247292015	0	Attention-based Region of Interest (ROI) Detection for Speech Emotion Recognition
citation	1055111	247218430	15	X -Trans2Cap: Cross-Modal Knowledge Transfer using Transformer for 3D Dense Captioning
citation	1055111	247218173	34	Audio self-supervised learning: A survey
citation	1055111	246484818	2	An Empirical Investigation into the Use of Image Captioning for Automated Software Documentation
citation	1055111	245507523	4	Broad learning system stacking with multi-scale attention for the diagnosis of gastric intestinal metaplasia
citation	1055111	247299834	4	Personalized knowledge-aware recommendation with collaborative and attentive graph convolutional networks
citation	1055111	247604105	10	Delve into Multiple Sclerosis (MS) lesion exploration: A modified attention U-Net for MS lesion segmentation in Brain MRI
citation	1055111	247750988	5	CASMS: Combining clustering with attention semantic model for identifying security bug reports
citation	1055111	247757966	0	Radiology report generation for proximal femur fractures using deep classification and language generation models
